Job ID,Job Role,Disability,Skills Required,Work Mode,Salary (INR),Workplace Accessibility,Workplace Location
786,Teacher,Mental Health Condition,"Writing, Editing",Remote,1300639,Remote Work Possible,Chennai
787,HR Executive,Chronic Illness,"Communication, Problem-Solving",Hybrid,708631,Braille Support,Lucknow
788,Graphic Designer,Mental Health Condition,"Python, SQL",Remote,323608,Braille Support,Ahmedabad
789,Cybersecurity Analyst,Motor Coordination Disorder,"Excel, Power BI",Remote,762308,Braille Support,Pune
790,Cybersecurity Analyst,Mental Health Condition,"Python, SQL",Hybrid,780248,Assistive Technology,Lucknow
791,Data Analyst,Autism Spectrum Disorder,"Writing, Editing",On-site,1045712,Assistive Technology,Chennai
792,Cybersecurity Analyst,Autism Spectrum Disorder,"Networking, Security",On-site,1243125,Quiet Workspace,Kolkata
793,Software Engineer,Cognitive Impairment,"Networking, Security",On-site,593733,Braille Support,Bangalore
794,Content Writer,Physical Disability,"Communication, Problem-Solving",Hybrid,603912,Remote Work Possible,Hyderabad
795,Software Engineer,Physical Disability,"Communication, Problem-Solving",Remote,1332762,Voice-to-Text Software,Delhi
796,Teacher,Mental Health Condition,"Python, SQL",On-site,515071,Assistive Technology,Chennai
797,Teacher,Autism Spectrum Disorder,"Communication, Problem-Solving",Remote,470139,Remote Work Possible,Lucknow
798,Graphic Designer,Motor Coordination Disorder,"Networking, Security",Remote,1488355,Flexible Hours,Lucknow
799,Content Writer,Neurological Disorder,"Agile, Scrum",Hybrid,305321,Remote Work Possible,Hyderabad
800,Data Analyst,Speech Impairment,"Communication, Problem-Solving",Hybrid,378551,Quiet Workspace,Bangalore
801,Content Writer,Attention Deficit Hyperactivity Disorder,"Adobe Photoshop, Illustrator",Hybrid,856113,Sign Language Interpreter,Bangalore
802,Software Engineer,Chronic Illness,"SEO, Social Media Marketing",On-site,512076,Sign Language Interpreter,Chennai
803,Content Writer,Physical Disability,"Teaching, Curriculum Planning",Remote,1405720,Voice-to-Text Software,Bangalore
804,Teacher,Chronic Pain Condition,"SEO, Social Media Marketing",On-site,698743,Assistive Technology,Lucknow
805,Marketing Manager,Chronic Pain Condition,"Adobe Photoshop, Illustrator",Hybrid,375398,Voice-to-Text Software,Jaipur
806,Data Analyst,Visual Impairment,"Python, SQL",Remote,835745,Voice-to-Text Software,Hyderabad
807,Software Engineer,Mental Health Condition,"Writing, Editing",On-site,1335549,Flexible Hours,Jaipur
808,Content Writer,Visual Impairment,"Python, SQL",Hybrid,620795,Voice-to-Text Software,Delhi
809,Graphic Designer,Autism Spectrum Disorder,"Python, SQL",On-site,869759,Flexible Hours,Pune
810,Project Manager,Cognitive Impairment,"Recruitment, Employee Relations",Remote,1148691,Wheelchair Access,Delhi
811,Content Writer,Mental Health Condition,"Python, SQL",Remote,366064,Voice-to-Text Software,Hyderabad
812,Graphic Designer,Chronic Pain Condition,"Excel, Power BI",Hybrid,822253,Voice-to-Text Software,Hyderabad
813,Software Engineer,Neurological Disorder,"Python, SQL",On-site,679379,Quiet Workspace,Jaipur
814,Software Engineer,Speech Impairment,"Adobe Photoshop, Illustrator",Remote,303758,Wheelchair Access,Jaipur
815,Data Analyst,Neurological Disorder,"Writing, Editing",On-site,1219475,Voice-to-Text Software,Mumbai
816,Teacher,Attention Deficit Hyperactivity Disorder,"Teaching, Curriculum Planning",Hybrid,748870,Braille Support,Hyderabad
817,Project Manager,Physical Disability,"Communication, Problem-Solving",Remote,375160,Voice-to-Text Software,Ahmedabad
818,Cybersecurity Analyst,Attention Deficit Hyperactivity Disorder,"Communication, Problem-Solving",Remote,957914,Voice-to-Text Software,Delhi
819,Project Manager,Chronic Pain Condition,"Writing, Editing",Remote,870650,Remote Work Possible,Lucknow
820,Marketing Manager,Chronic Illness,"Python, SQL",On-site,596746,Sign Language Interpreter,Chennai
821,Content Writer,Attention Deficit Hyperactivity Disorder,"Adobe Photoshop, Illustrator",On-site,1146961,Sign Language Interpreter,Delhi
822,Marketing Manager,Chronic Pain Condition,"Excel, Power BI",On-site,1308601,Sign Language Interpreter,Pune
823,HR Executive,Hearing Impairment,"Agile, Scrum",On-site,462504,Remote Work Possible,Mumbai
824,Teacher,Mental Health Condition,"Python, SQL",Remote,379926,Braille Support,Jaipur
825,HR Executive,Chronic Pain Condition,"Teaching, Curriculum Planning",On-site,1178642,Remote Work Possible,Pune
826,Content Writer,Attention Deficit Hyperactivity Disorder,"Recruitment, Employee Relations",On-site,649488,Voice-to-Text Software,Lucknow
827,Cybersecurity Analyst,Neurological Disorder,"Agile, Scrum",Remote,773159,Sign Language Interpreter,Pune
828,Content Writer,Speech Impairment,"Excel, Power BI",On-site,1295027,Flexible Hours,Pune
829,Software Engineer,Hearing Impairment,"Teaching, Curriculum Planning",On-site,897286,Braille Support,Jaipur
830,Teacher,Hearing Impairment,"Teaching, Curriculum Planning",On-site,1436570,Wheelchair Access,Chennai
831,Customer Support,Neurological Disorder,"Recruitment, Employee Relations",On-site,410183,Braille Support,Jaipur
832,Software Engineer,Autism Spectrum Disorder,"Teaching, Curriculum Planning",On-site,790475,Flexible Hours,Delhi
833,Project Manager,Motor Coordination Disorder,"Agile, Scrum",Hybrid,932362,Quiet Workspace,Ahmedabad
834,Teacher,Autism Spectrum Disorder,"Writing, Editing",Remote,1126555,Sign Language Interpreter,Pune
835,Customer Support,Chronic Pain Condition,"SEO, Social Media Marketing",Remote,1051351,Wheelchair Access,Mumbai
836,Customer Support,Autism Spectrum Disorder,"Python, SQL",On-site,347294,Braille Support,Kolkata
837,Teacher,Autism Spectrum Disorder,"Writing, Editing",Remote,1035260,Wheelchair Access,Hyderabad
838,Software Engineer,Neurological Disorder,"Communication, Problem-Solving",On-site,544688,Sign Language Interpreter,Jaipur
839,Customer Support,Physical Disability,"Writing, Editing",Remote,1032661,Braille Support,Hyderabad
840,Graphic Designer,Physical Disability,"Networking, Security",Hybrid,1073163,Sign Language Interpreter,Ahmedabad
841,HR Executive,Chronic Pain Condition,"Adobe Photoshop, Illustrator",Remote,983262,Wheelchair Access,Delhi
842,Cybersecurity Analyst,Autism Spectrum Disorder,"Excel, Power BI",On-site,874987,Quiet Workspace,Kolkata
843,Customer Support,Speech Impairment,"Writing, Editing",Remote,1112138,Wheelchair Access,Jaipur
844,Cybersecurity Analyst,Visual Impairment,"Communication, Problem-Solving",On-site,424543,Flexible Hours,Kolkata
845,Project Manager,Chronic Illness,"Agile, Scrum",Remote,459800,Sign Language Interpreter,Pune
846,Data Analyst,Physical Disability,"Teaching, Curriculum Planning",Remote,1296783,Wheelchair Access,Mumbai
847,Data Analyst,Hearing Impairment,"Teaching, Curriculum Planning",Hybrid,326179,Quiet Workspace,Jaipur
848,Marketing Manager,Visual Impairment,"Writing, Editing",On-site,1198535,Flexible Hours,Lucknow
849,HR Executive,Hearing Impairment,"Networking, Security",Remote,975662,Sign Language Interpreter,Hyderabad
850,Graphic Designer,Speech Impairment,"SEO, Social Media Marketing",On-site,471163,Assistive Technology,Pune
851,Teacher,Mental Health Condition,"Agile, Scrum",On-site,1452123,Quiet Workspace,Jaipur
852,Software Engineer,Hearing Impairment,"Adobe Photoshop, Illustrator",On-site,884196,Wheelchair Access,Delhi
853,Data Analyst,Neurological Disorder,"Python, SQL",Hybrid,731902,Voice-to-Text Software,Mumbai
854,Marketing Manager,Hearing Impairment,"Communication, Problem-Solving",On-site,821129,Assistive Technology,Pune
855,Content Writer,Learning Disability,"Networking, Security",On-site,909355,Remote Work Possible,Pune
856,Marketing Manager,Physical Disability,"Networking, Security",On-site,1372118,Assistive Technology,Lucknow
857,Content Writer,Attention Deficit Hyperactivity Disorder,"Agile, Scrum",Remote,390496,Assistive Technology,Bangalore
858,Project Manager,Hearing Impairment,"Agile, Scrum",Remote,794777,Braille Support,Chennai
859,Customer Support,Attention Deficit Hyperactivity Disorder,"Teaching, Curriculum Planning",On-site,889806,Quiet Workspace,Kolkata
860,Project Manager,Neurological Disorder,"Excel, Power BI",Remote,829368,Flexible Hours,Hyderabad
861,Project Manager,Learning Disability,"Recruitment, Employee Relations",Remote,831290,Wheelchair Access,Kolkata
862,Graphic Designer,Autism Spectrum Disorder,"Agile, Scrum",Hybrid,1491297,Flexible Hours,Jaipur
863,Cybersecurity Analyst,Speech Impairment,"Communication, Problem-Solving",Remote,901607,Remote Work Possible,Bangalore
864,Content Writer,Neurological Disorder,"Networking, Security",On-site,568806,Quiet Workspace,Bangalore
865,Data Analyst,Mental Health Condition,"Recruitment, Employee Relations",On-site,328083,Remote Work Possible,Hyderabad
866,Graphic Designer,Neurological Disorder,"SEO, Social Media Marketing",Hybrid,1327857,Remote Work Possible,Bangalore
867,Marketing Manager,Cognitive Impairment,"Excel, Power BI",Remote,936208,Quiet Workspace,Delhi
868,Content Writer,Motor Coordination Disorder,"Teaching, Curriculum Planning",Hybrid,1437236,Braille Support,Ahmedabad
869,Marketing Manager,Learning Disability,"Recruitment, Employee Relations",Hybrid,603435,Quiet Workspace,Hyderabad
870,Teacher,Chronic Pain Condition,"Adobe Photoshop, Illustrator",On-site,874582,Assistive Technology,Delhi
871,Graphic Designer,Attention Deficit Hyperactivity Disorder,"Teaching, Curriculum Planning",Hybrid,1256581,Sign Language Interpreter,Hyderabad
872,Software Engineer,Motor Coordination Disorder,"Writing, Editing",Remote,504160,Flexible Hours,Hyderabad
873,HR Executive,Chronic Illness,"Networking, Security",Remote,1278552,Remote Work Possible,Pune
874,Data Analyst,Chronic Illness,"SEO, Social Media Marketing",On-site,850499,Sign Language Interpreter,Mumbai
875,Teacher,Cognitive Impairment,"SEO, Social Media Marketing",On-site,665042,Sign Language Interpreter,Hyderabad
876,Software Engineer,Physical Disability,"Excel, Power BI",Remote,1441077,Flexible Hours,Pune
877,Content Writer,Neurological Disorder,"Agile, Scrum",Hybrid,906407,Quiet Workspace,Mumbai
878,Content Writer,Physical Disability,"Recruitment, Employee Relations",Hybrid,1271339,Quiet Workspace,Kolkata
879,Graphic Designer,Cognitive Impairment,"Adobe Photoshop, Illustrator",On-site,341921,Wheelchair Access,Hyderabad
880,Teacher,Autism Spectrum Disorder,"Writing, Editing",Hybrid,479039,Remote Work Possible,Ahmedabad
881,HR Executive,Neurological Disorder,"Python, SQL",On-site,987890,Quiet Workspace,Lucknow
882,HR Executive,Motor Coordination Disorder,"Communication, Problem-Solving",On-site,989770,Sign Language Interpreter,Hyderabad
883,Content Writer,Hearing Impairment,"SEO, Social Media Marketing",Hybrid,1142530,Braille Support,Bangalore
884,Marketing Manager,Attention Deficit Hyperactivity Disorder,"Python, SQL",On-site,920838,Quiet Workspace,Pune
885,Graphic Designer,Visual Impairment,"Writing, Editing",Hybrid,436279,Flexible Hours,Hyderabad
886,HR Executive,Speech Impairment,"Recruitment, Employee Relations",Remote,461576,Wheelchair Access,Delhi
887,Project Manager,Neurological Disorder,"Networking, Security",On-site,1078234,Braille Support,Pune
888,Graphic Designer,Hearing Impairment,"Excel, Power BI",Remote,1312912,Voice-to-Text Software,Jaipur
889,Graphic Designer,Attention Deficit Hyperactivity Disorder,"Writing, Editing",Hybrid,1020085,Wheelchair Access,Kolkata
890,Software Engineer,Speech Impairment,"Teaching, Curriculum Planning",On-site,1399072,Assistive Technology,Jaipur
891,Content Writer,Mental Health Condition,"SEO, Social Media Marketing",Remote,1055603,Voice-to-Text Software,Jaipur
892,HR Executive,Visual Impairment,"Agile, Scrum",Remote,1353560,Voice-to-Text Software,Pune
893,HR Executive,Motor Coordination Disorder,"SEO, Social Media Marketing",Remote,1402632,Sign Language Interpreter,Jaipur
894,Software Engineer,Chronic Illness,"Teaching, Curriculum Planning",Hybrid,672540,Braille Support,Lucknow
895,HR Executive,Attention Deficit Hyperactivity Disorder,"Adobe Photoshop, Illustrator",Hybrid,681700,Braille Support,Mumbai
896,Graphic Designer,Physical Disability,"Communication, Problem-Solving",On-site,371129,Voice-to-Text Software,Mumbai
897,Software Engineer,Mental Health Condition,"Communication, Problem-Solving",On-site,687936,Quiet Workspace,Jaipur
898,Marketing Manager,Motor Coordination Disorder,"Teaching, Curriculum Planning",Remote,864851,Flexible Hours,Chennai
899,HR Executive,Visual Impairment,"Excel, Power BI",Remote,1307803,Quiet Workspace,Delhi
900,Teacher,Cognitive Impairment,"Python, SQL",Hybrid,1441605,Flexible Hours,Mumbai
901,HR Executive,Physical Disability,"Adobe Photoshop, Illustrator",Remote,1250837,Sign Language Interpreter,Ahmedabad
902,HR Executive,Learning Disability,"Excel, Power BI",Hybrid,1084166,Flexible Hours,Jaipur
903,Graphic Designer,Speech Impairment,"Agile, Scrum",Hybrid,1180622,Remote Work Possible,Pune
904,Data Analyst,Physical Disability,"Python, SQL",On-site,1124778,Voice-to-Text Software,Mumbai
905,Data Analyst,Attention Deficit Hyperactivity Disorder,"Networking, Security",Hybrid,930953,Braille Support,Bangalore
906,Data Analyst,Physical Disability,"Python, SQL",On-site,1322854,Flexible Hours,Chennai
907,Customer Support,Neurological Disorder,"Communication, Problem-Solving",On-site,598801,Sign Language Interpreter,Delhi
908,Customer Support,Chronic Illness,"Agile, Scrum",Hybrid,840597,Voice-to-Text Software,Hyderabad
909,HR Executive,Visual Impairment,"Communication, Problem-Solving",On-site,1393297,Sign Language Interpreter,Delhi
910,HR Executive,Chronic Illness,"Agile, Scrum",Remote,695518,Quiet Workspace,Delhi
911,Marketing Manager,Mental Health Condition,"Agile, Scrum",Hybrid,1486209,Braille Support,Ahmedabad
912,Content Writer,Cognitive Impairment,"Teaching, Curriculum Planning",Hybrid,1087937,Assistive Technology,Delhi
913,Content Writer,Chronic Illness,"Adobe Photoshop, Illustrator",Hybrid,568207,Braille Support,Bangalore
914,Data Analyst,Autism Spectrum Disorder,"Python, SQL",Hybrid,336985,Remote Work Possible,Pune
915,Marketing Manager,Cognitive Impairment,"Recruitment, Employee Relations",Hybrid,428403,Braille Support,Bangalore
916,HR Executive,Speech Impairment,"Recruitment, Employee Relations",On-site,870881,Flexible Hours,Ahmedabad
917,HR Executive,Learning Disability,"Adobe Photoshop, Illustrator",On-site,950798,Wheelchair Access,Hyderabad
918,Marketing Manager,Chronic Illness,"Communication, Problem-Solving",Remote,1088464,Braille Support,Pune
919,Project Manager,Physical Disability,"Networking, Security",Remote,1489822,Assistive Technology,Delhi
920,Customer Support,Attention Deficit Hyperactivity Disorder,"Recruitment, Employee Relations",Hybrid,539153,Voice-to-Text Software,Pune
921,Teacher,Autism Spectrum Disorder,"Communication, Problem-Solving",Remote,438439,Assistive Technology,Hyderabad
922,Customer Support,Physical Disability,"Adobe Photoshop, Illustrator",Hybrid,344725,Braille Support,Jaipur
923,Data Analyst,Speech Impairment,"Recruitment, Employee Relations",Remote,852341,Remote Work Possible,Delhi
924,Marketing Manager,Motor Coordination Disorder,"Teaching, Curriculum Planning",Hybrid,301786,Remote Work Possible,Hyderabad
925,Cybersecurity Analyst,Mental Health Condition,"Networking, Security",Hybrid,799361,Assistive Technology,Kolkata
926,Graphic Designer,Chronic Pain Condition,"Excel, Power BI",Remote,1352806,Voice-to-Text Software,Chennai
927,Software Engineer,Speech Impairment,"Communication, Problem-Solving",Remote,895213,Wheelchair Access,Jaipur
928,Marketing Manager,Autism Spectrum Disorder,"Python, SQL",On-site,686342,Remote Work Possible,Lucknow
929,Graphic Designer,Speech Impairment,"Excel, Power BI",Remote,376894,Voice-to-Text Software,Lucknow
930,Project Manager,Neurological Disorder,"Python, SQL",On-site,551995,Remote Work Possible,Lucknow
931,Cybersecurity Analyst,Hearing Impairment,"Excel, Power BI",Remote,586630,Voice-to-Text Software,Delhi
932,Marketing Manager,Mental Health Condition,"Recruitment, Employee Relations",On-site,952513,Flexible Hours,Bangalore
933,Cybersecurity Analyst,Physical Disability,"Recruitment, Employee Relations",Hybrid,642124,Voice-to-Text Software,Mumbai
934,Cybersecurity Analyst,Speech Impairment,"Teaching, Curriculum Planning",Remote,1438936,Wheelchair Access,Jaipur
935,Content Writer,Neurological Disorder,"Agile, Scrum",On-site,691738,Remote Work Possible,Chennai
936,Content Writer,Autism Spectrum Disorder,"Networking, Security",Remote,729031,Remote Work Possible,Bangalore
937,Project Manager,Autism Spectrum Disorder,"Teaching, Curriculum Planning",Remote,1426113,Voice-to-Text Software,Mumbai
938,Graphic Designer,Motor Coordination Disorder,"Communication, Problem-Solving",Hybrid,576389,Assistive Technology,Pune
939,Cybersecurity Analyst,Hearing Impairment,"Recruitment, Employee Relations",On-site,1170435,Remote Work Possible,Lucknow
